iter	MAE
233	34398.45035
234	34353.11775
235	34306.01554
236	34298.64383
237	34247.54114
238	34209.96482
239	34196.5473
240	34161.26843
241	34120.69021
242	34108.20308
243	34084.55981
244	34057.17839
245	34050.37088
246	34036.95245
247	34005.43717
248	33970.69809
249	33929.71168
250	33914.5586
251	33899.68647
252	33878.42879
253	33869.46966
254	33852.69125
255	33840.05836
256	33811.48995
257	33784.91933
258	33758.86146
259	33703.23448
260	33681.82102
261	33666.53822
262	33652.67041
263	33616.01613
264	33601.65604
265	33559.8736
266	33556.70563
267	33549.67149
268	33516.32562
269	33498.61338
270	33469.68009
271	33443.93152
272	33438.996
273	33371.75745
274	33357.82266
275	33352.77852
276	33323.05726
277	33279.56342
278	33273.01738
279	33229.23959
280	33206.36131
281	33177.78096
282	33144.73806
283	33131.857
284	33113.47919
285	33100.24983
286	33089.66862
287	33054.74926
288	33036.44921
289	33022.69967
290	33015.74724
291	32976.4741
292	32931.38548
293	32919.32555
294	32902.57881
295	32900.16681
296	32859.31973
297	32848.83177
298	32830.66919
299	32802.05589
300	32772.74923
301	32768.99885
302	32753.73051
303	32742.37977
304	32723.45506
305	32712.6992
306	32700.79196
307	32681.42309
308	32680.46901
309	32653.26073
310	32645.03986
311	32607.26543
312	32587.29244
313	32562.90893
314	32554.35315
315	32550.67268
316	32545.55995
317	32536.49738
318	32524.87061
319	32493.4491
320	32455.86523
321	32432.97348
322	32421.88062
323	32409.78681
324	32365.43626
325	32360.09243
326	32354.27928
327	32331.69481
328	32284.94175
329	32208.17113
330	32178.11871
331	32151.28419
332	32144.11348
333	32121.86604
334	32111.51828
335	32090.54796
336	32081.63979
337	32067.29577
338	32050.01238
339	32043.95534
340	32017.06657
341	31994.37884
342	31986.24012
343	31908.48868
344	31905.1882
345	31887.50968
346	31872.2109
347	31817.02193
348	31797.5944
349	31794.61108
350	31789.41639
351	31784.29645
352	31751.28677
353	31749.7417
354	31735.31786
355	31700.08323
356	31689.1506
357	31661.33201
358	31631.77823
359	31587.76327
360	31571.29814
361	31554.52047
362	31540.52157
363	31517.58787
364	31509.34484
365	31505.84101
366	31449.24373
367	31439.00938
368	31426.87277
369	31411.73151
370	31409.84644
371	31333.96309
372	31324.57861
373	31302.27437
374	31261.71512
375	31225.92326
376	31208.32739
377	31185.91023
378	31170.49784
379	31145.95847
380	31127.11135
381	31109.48069
382	31075.50982
383	31064.09043
384	31051.85451
385	31047.02108
386	31043.92434
387	31039.06394
388	31020.68192
389	30960.37548
390	30951.24205
391	30946.1927
392	30925.53204
393	30911.34829
394	30910.32684
395	30907.67855
396	30875.3665
397	30857.18407
398	30846.9744
399	30817.62213
400	30793.30715
401	30773.98104
402	30743.04433
403	30735.54927
404	30727.08887
405	30712.65727
406	30664.64468
407	30614.44199
408	30608.31357
409	30556.92986
410	30527.18696
411	30508.25263
412	30449.50086
413	30411.48637
414	30350.92663
415	30340.77599
416	30334.37936
417	30332.66322
418	30320.46216
419	30294.75699
420	30263.39941
421	30249.7303
422	30241.86168
423	30234.80088
424	30216.30819
425	30207.24517
426	30197.95043
427	30196.27964
428	30188.72721
429	30166.74486
430	30144.23876
431	30102.57978
432	30080.6305
433	30057.016
434	30046.93923
435	30036.26544
436	30033.30372
437	30015.28178
438	29991.40502
439	29968.77239
440	29963.58276
441	29940.37749
442	29909.22564
443	29853.90553
444	29806.14474
445	29795.24616
446	29756.68329
447	29731.34881
448	29709.44654
449	29693.26031
450	29675.96367
451	29668.49682
452	29658.00486
453	29599.70854
454	29576.76874
455	29555.53689
456	29536.16762
457	29518.29339
458	29503.63751
459	29479.66841
460	29463.5826
461	29453.26064
462	29444.10119
463	29422.84702
464	29419.07485
465	29408.25598
466	29387.18486
467	29376.62192
468	29371.04782
469	29344.28884
470	29324.96074
471	29311.30213
472	29271.95506
473	29242.24194
474	29238.01095
475	29223.48778
476	29215.30204
477	29196.51304
478	29164.67106
479	29154.16979
480	29138.29461
481	29126.15204
482	29116.28905
483	29113.25561
484	29102.31162
485	29065.73234
486	29052.79579
487	29032.41638
488	29027.31782
489	28992.8515
490	28974.11626
491	28960.35013
492	28953.15
493	28911.28768
494	28882.46306
495	28872.16382
496	28841.91053
497	28818.20908
498	28799.01557
499	28781.14724
